Student ID,Gender,Race/Ethnicity,Parental Education,Lunch Type,Test Preparation,Study Time per Week,Daily Sleep Duration,Math Score,Reading Score,Writing Score,School Type,Internet Access
949,female,group A,high school,standard,TRUE,12.1,7,62,82,73,public,FALSE
950,male,group D,associate degree,standard,FALSE,4.9,6.9,70,67,76,public,
951,female,group B,master degree,standard,TRUE,6,4.2,69,58,65,private,TRUE
952,female,group A,associate degree,standard,TRUE,12.8,9.1,58,88,84,private,TRUE
953,female,group D,associate degree,free/reduced,FALSE,13,8.8,45,95,,public,TRUE
954,female,group C,some college,standard,TRUE,14.2,8.2,46,68,70,public,TRUE
955,male,group A,master degree,free/reduced,TRUE,5.3,6.1,69,52,92,public,TRUE
956,female,group C,master degree,standard,TRUE,10.1,7.4,66,54,,public,FALSE
957,female,group E,bachelor degree,standard,FALSE,10.5,8.7,55,61,66,private,TRUE
958,male,group A,master degree,free/reduced,FALSE,8.8,6.4,76,42,96,public,TRUE
959,male,group B,associate degree,free/reduced,TRUE,1.6,6.2,58,76,70,public,TRUE
960,female,group C,,free/reduced,FALSE,9.4,7.4,82,,66,public,TRUE
961,female,group C,bachelor degree,free/reduced,FALSE,9.8,6.2,54,71,66,public,TRUE
962,male,group E,some college,standard,TRUE,3.8,6.9,64,66,71,public,
963,male,group A,associate degree,standard,FALSE,12.2,7.3,69,65,97,public,TRUE
964,female,group B,,standard,TRUE,8,7.4,59,64,76,public,TRUE
965,female,group D,some college,standard,TRUE,18.4,9.6,86,63,54,private,TRUE
966,male,group D,high school,standard,FALSE,4.4,6.7,61,66,79,public,TRUE
967,female,group D,high school,free/reduced,FALSE,8,5.7,85,,69,private,TRUE
968,male,group B,some college,free/reduced,TRUE,12.3,8.5,84,73,81,public,TRUE
969,male,group B,some college,standard,FALSE,20.8,6.3,75,71,77,public,TRUE
970,female,group E,high school,free/reduced,FALSE,9.9,7.9,94,55,98,public,TRUE
971,female,group B,some college,free/reduced,TRUE,7.6,3.2,90,82,59,public,TRUE
972,male,group A,associate degree,free/reduced,FALSE,10.5,5.1,66,71,82,public,TRUE
973,male,group A,some college,free/reduced,FALSE,10,6.4,70,80,100,private,TRUE
974,female,group B,,standard,FALSE,11.6,8.4,65,34,77,public,TRUE
975,male,group E,bachelor degree,standard,TRUE,10.3,4,67,69,62,private,TRUE
976,male,group E,,standard,TRUE,11.3,5.7,90,59,49,public,TRUE
977,female,group B,bachelor degree,free/reduced,FALSE,18.8,7.8,70,88,,public,FALSE
978,female,group C,high school,standard,FALSE,8.6,7.3,66,89,60,international,TRUE
979,male,group C,,standard,FALSE,7.9,7.1,88,71,49,public,TRUE
980,male,group E,some college,standard,FALSE,0,4.1,78,50,76,public,TRUE
981,female,group C,bachelor degree,free/reduced,FALSE,7.8,6,94,90,76,public,FALSE
982,female,group B,master degree,standard,FALSE,13.1,5.5,76,72,52,public,TRUE
983,female,group D,master degree,standard,FALSE,15.7,6.3,55,73,70,public,TRUE
984,male,group B,some college,standard,FALSE,7.4,5.7,88,58,73,public,TRUE
985,male,group B,some college,standard,TRUE,8.4,,60,77,55,private,TRUE
986,male,group D,associate degree,standard,FALSE,12.1,7,45,77,69,public,TRUE
987,male,group E,high school,standard,FALSE,7,9.6,91,65,79,private,TRUE
988,male,group C,,,FALSE,12.9,9.8,57,79,89,public,TRUE
989,male,group B,high school,standard,TRUE,10.3,6.5,46,68,67,public,
990,female,group B,associate degree,free/reduced,TRUE,6.2,4.6,55,79,95,public,
991,male,group D,high school,free/reduced,FALSE,12.1,,79,66,91,private,TRUE
992,male,group E,some college,standard,TRUE,8,6.3,59,72,76,public,FALSE
993,female,group B,high school,standard,TRUE,16.2,7.4,56,,89,public,TRUE
994,male,group D,bachelor degree,free/reduced,FALSE,0.3,7.6,69,93,82,public,TRUE
995,male,group B,bachelor degree,free/reduced,FALSE,8.5,,74,79,78,public,TRUE
996,female,group B,high school,free/reduced,FALSE,9.7,7.6,46,80,,public,TRUE
997,male,group E,master degree,standard,FALSE,3.4,5.3,67,62,100,public,TRUE
998,female,group B,,standard,TRUE,13.5,6,77,73,,public,TRUE
999,male,group E,bachelor degree,standard,FALSE,12.5,,83,66,69,public,TRUE
1000,female,group C,master degree,standard,TRUE,13.6,6.8,77,75,78,public,TRUE
1001,male,group E,associate degree,free/reduced,TRUE,16.8,8.4,86,86,81,public,
1002,male,group E,bachelor degree,free/reduced,FALSE,6.6,8,80,100,71,private,TRUE
1003,female,group C,associate degree,standard,FALSE,11.5,6.5,62,50,62,public,TRUE
1004,male,group C,bachelor degree,standard,FALSE,14.7,6.4,81,75,48,public,FALSE
1005,male,group E,some college,standard,FALSE,7.1,7.9,78,62,75,public,TRUE
1006,male,group E,high school,standard,TRUE,10,6.2,76,59,55,public,TRUE
1007,female,group C,,standard,FALSE,14.2,7.9,66,51,56,public,FALSE
1008,male,group B,some college,free/reduced,FALSE,6.7,6.5,92,68,85,private,TRUE
1009,male,group E,high school,standard,TRUE,16.8,4.3,83,77,57,private,TRUE
1010,female,group A,associate degree,standard,TRUE,10.3,7.8,69,60,71,public,TRUE
1011,male,group B,high school,standard,FALSE,4,9.7,79,50,67,public,TRUE
1012,male,group E,some college,standard,FALSE,20.5,8.6,68,75,100,public,TRUE
1013,female,group C,high school,standard,FALSE,12.6,8,38,89,83,private,TRUE
1014,female,group B,high school,standard,TRUE,13.9,7.7,80,65,81,public,TRUE
1015,female,group A,bachelor degree,standard,TRUE,6.7,7.3,74,100,63,public,TRUE
1016,female,group D,high school,free/reduced,FALSE,,4,43,,63,private,FALSE
1017,female,group D,,free/reduced,FALSE,4.8,6,64,59,,private,TRUE
1018,female,group B,high school,standard,TRUE,13.7,,74,75,89,public,TRUE
1019,male,group A,some college,standard,FALSE,,5.8,74,78,70,public,TRUE
1020,female,group B,some college,standard,TRUE,7.4,4.9,62,,74,private,TRUE
1021,male,group D,associate degree,free/reduced,TRUE,8,5.6,88,70,72,public,FALSE
1022,male,group D,associate degree,standard,TRUE,12.5,8.5,39,72,67,private,TRUE
1023,male,group D,some college,standard,FALSE,6.6,6.8,84,65,100,private,TRUE
1024,male,group A,associate degree,standard,FALSE,11.9,8.4,68,64,78,international,TRUE
1025,female,group D,master degree,standard,FALSE,,7.1,50,76,74,private,TRUE
1026,male,group C,associate degree,standard,FALSE,8.1,7.7,81,63,71,public,TRUE
1027,male,group B,high school,standard,TRUE,10.5,,66,66,81,public,TRUE
1028,female,group C,,,FALSE,6.4,7.9,74,68,58,public,TRUE
1029,female,group D,bachelor degree,free/reduced,TRUE,,9.5,73,89,,public,
1030,female,group D,some college,free/reduced,TRUE,15.5,7.1,61,96,59,public,TRUE
1031,female,group B,some college,standard,FALSE,5.1,4.4,51,71,54,public,TRUE
1032,male,group D,some college,free/reduced,FALSE,,,48,73,59,public,TRUE
1033,male,group C,high school,standard,TRUE,19.5,8.3,37,81,66,public,FALSE
1034,male,group E,high school,standard,FALSE,12.8,8.7,64,65,70,public,TRUE
1035,male,group B,bachelor degree,free/reduced,FALSE,6.9,,89,90,59,private,TRUE
1036,male,group D,associate degree,standard,FALSE,2.8,7.1,70,68,65,private,TRUE
1037,male,group B,master degree,standard,FALSE,5.8,5.3,68,43,,public,TRUE
1038,male,group E,some college,standard,FALSE,,7.5,69,71,78,public,TRUE
1039,female,group D,master degree,free/reduced,TRUE,3.4,,58,80,70,private,FALSE
1040,male,group C,bachelor degree,standard,TRUE,12.2,8.2,50,44,85,public,TRUE
1041,male,group C,,standard,TRUE,17.1,8.3,77,77,88,private,TRUE
1042,female,group C,associate degree,standard,FALSE,10.3,8.5,74,78,63,public,TRUE
1043,male,group E,high school,standard,TRUE,20,6.1,45,68,,public,TRUE
1044,female,group D,some college,standard,TRUE,9.6,6.5,77,68,53,public,FALSE
1045,female,group C,bachelor degree,standard,FALSE,8.7,,73,53,96,public,TRUE
1046,female,group E,bachelor degree,standard,FALSE,8.1,6.2,77,52,,public,TRUE
1047,female,group D,some college,standard,TRUE,,8.1,73,63,55,private,TRUE
1048,male,group C,high school,standard,FALSE,16.1,7.9,72,86,75,public,TRUE
1049,male,group C,high school,standard,FALSE,3.7,,78,55,78,public,TRUE
1050,male,group E,,standard,TRUE,10.1,7.2,73,65,,international,FALSE
1051,male,group E,master degree,standard,FALSE,12.1,,70,51,64,public,TRUE
1052,female,group B,high school,free/reduced,TRUE,14.7,9.1,44,65,74,public,TRUE
1053,female,group C,associate degree,standard,TRUE,11.2,6.7,56,48,66,public,TRUE
1054,female,group A,associate degree,free/reduced,TRUE,8.3,7.6,68,92,66,public,TRUE
1055,male,group E,some college,standard,TRUE,8.8,4,59,55,,public,TRUE
1056,female,group C,associate degree,free/reduced,TRUE,15.3,7.6,81,58,66,public,TRUE
1057,female,group B,bachelor degree,standard,TRUE,,8.6,60,80,77,public,TRUE
1058,female,group C,bachelor degree,,TRUE,4.5,6.1,69,84,73,private,TRUE
1059,female,group C,associate degree,standard,TRUE,0,8.2,100,75,85,public,TRUE
1060,female,group D,associate degree,free/reduced,FALSE,9.6,7,76,60,79,public,TRUE
1061,male,group E,bachelor degree,standard,TRUE,11.7,7.8,64,65,85,public,TRUE
1062,male,group A,associate degree,standard,TRUE,11.3,7.8,91,66,83,public,
1063,female,group E,,standard,TRUE,10.4,7.6,58,75,93,public,TRUE
1064,male,group C,master degree,standard,FALSE,2.9,9,73,74,54,public,TRUE
1065,female,group A,bachelor degree,standard,FALSE,12.9,6.8,69,83,47,public,TRUE
1066,male,group B,high school,free/reduced,FALSE,16.2,7.3,56,,74,public,TRUE
1067,female,group D,bachelor degree,standard,TRUE,,6.2,77,69,67,public,TRUE
1068,male,group A,bachelor degree,standard,TRUE,7.2,7.1,44,68,86,private,TRUE
1069,female,group E,associate degree,standard,TRUE,13.6,7.4,82,71,64,private,TRUE
1070,male,group E,high school,standard,TRUE,7.2,7.6,84,96,56,public,TRUE
1071,male,group E,high school,free/reduced,FALSE,,7.9,71,64,62,public,TRUE
1072,female,group B,bachelor degree,free/reduced,FALSE,0.6,5.7,48,,73,private,TRUE
1073,male,group C,high school,standard,FALSE,7.5,7.9,88,100,,public,
1074,male,group C,bachelor degree,free/reduced,TRUE,13.4,8.1,70,,70,private,TRUE
1075,male,group D,,free/reduced,TRUE,14.6,6.4,57,,63,public,FALSE
1076,male,group C,bachelor degree,free/reduced,FALSE,9.9,6.8,58,75,77,private,
1077,male,group D,high school,free/reduced,TRUE,5.7,5,90,63,81,public,TRUE
1078,female,group E,high school,free/reduced,FALSE,,9.9,65,67,62,public,TRUE
1079,female,group B,bachelor degree,standard,FALSE,10.4,5.9,60,75,51,public,TRUE
1080,male,group B,high school,standard,TRUE,15,8.5,55,73,85,international,TRUE
1081,female,group E,,standard,TRUE,16.5,7.7,94,88,49,international,TRUE
1082,male,group B,bachelor degree,standard,FALSE,7.1,8.7,77,100,80,public,TRUE
1083,male,group E,bachelor degree,standard,TRUE,7.7,9.2,80,93,96,public,TRUE
1084,female,group B,associate degree,standard,FALSE,13.2,,69,86,74,public,TRUE
1085,female,group C,high school,free/reduced,TRUE,,8.6,66,64,63,public,TRUE
1086,male,group E,some college,free/reduced,FALSE,6.8,8.2,55,68,87,private,TRUE
1087,male,group E,some college,standard,FALSE,,9.1,57,92,70,private,TRUE
1088,male,group A,bachelor degree,standard,FALSE,6.8,8.4,66,92,60,private,TRUE
1089,male,group A,bachelor degree,free/reduced,FALSE,,7.6,83,58,82,private,TRUE
1090,female,group D,high school,standard,FALSE,4.3,5.8,95,90,79,public,TRUE
1091,male,group B,some college,standard,FALSE,5.8,6.6,75,80,47,public,TRUE
1092,female,group A,bachelor degree,standard,FALSE,10,7.6,93,67,81,public,FALSE
1093,female,group B,high school,standard,FALSE,8.6,6.1,67,71,83,public,TRUE
1094,female,group A,high school,standard,TRUE,9.3,7.6,64,73,60,public,TRUE
1095,male,group E,some college,free/reduced,FALSE,10.1,5.4,75,51,86,public,TRUE
1096,female,group D,,free/reduced,TRUE,11.3,5.6,96,66,62,public,TRUE
1097,male,group E,associate degree,free/reduced,FALSE,13,6.4,57,,84,public,TRUE
1098,male,group C,associate degree,standard,FALSE,,7.1,61,50,85,private,TRUE
1099,female,group A,some college,standard,TRUE,8.2,8.9,50,62,84,public,
1100,female,group D,,free/reduced,TRUE,19.2,7.7,89,90,61,public,TRUE
1101,female,group B,associate degree,standard,FALSE,8.8,8.5,51,86,64,public,TRUE
1102,female,group D,bachelor degree,standard,FALSE,8.1,8.2,51,72,77,public,TRUE
1103,female,group E,some college,free/reduced,FALSE,15.5,7.9,80,80,53,public,TRUE
1104,male,group A,some college,free/reduced,TRUE,12.7,4.2,86,68,91,private,TRUE
1105,male,group A,bachelor degree,standard,TRUE,8.3,5.5,63,87,61,public,TRUE
1106,male,group C,some college,standard,FALSE,15.3,8.3,70,67,54,public,TRUE
1107,female,group D,some college,free/reduced,TRUE,14.4,7.1,44,58,83,public,TRUE
1108,male,group C,associate degree,standard,FALSE,8,8.6,71,67,69,public,
1109,male,group C,bachelor degree,standard,TRUE,16.6,6.7,61,71,80,public,TRUE
1110,male,group A,some college,free/reduced,TRUE,12.4,5.5,76,56,59,public,TRUE
1111,male,group C,high school,standard,TRUE,8.6,10,63,75,70,public,TRUE
1112,female,group B,some college,standard,TRUE,9.1,,83,70,50,private,TRUE
1113,male,group C,some college,standard,FALSE,15.8,7.4,39,67,76,public,TRUE
1114,female,group E,some college,standard,FALSE,15,5.2,68,70,68,private,FALSE
1115,female,group B,some college,free/reduced,TRUE,,5.8,52,25,61,public,TRUE
1116,male,group E,some college,,TRUE,10,5.1,79,37,87,public,FALSE
1117,female,group E,associate degree,standard,FALSE,6.5,4.2,82,77,64,private,TRUE
1118,male,group B,some college,free/reduced,FALSE,13.7,5,62,53,84,international,TRUE
1119,female,group A,bachelor degree,free/reduced,FALSE,6.2,8.3,52,45,71,international,TRUE
1120,male,group C,associate degree,standard,TRUE,10.1,6.6,70,43,77,public,TRUE
1121,male,group B,master degree,free/reduced,TRUE,6.4,,50,42,59,public,TRUE
1122,female,group A,,standard,TRUE,3,8.2,79,59,69,private,TRUE
1123,male,group E,,standard,FALSE,,,66,53,83,public,TRUE
1124,male,group C,master degree,standard,TRUE,14.3,8.1,48,90,72,public,TRUE
1125,male,group E,bachelor degree,free/reduced,TRUE,15.5,5.4,83,69,88,public,TRUE
1126,male,group A,bachelor degree,standard,TRUE,17,7.2,53,74,100,public,TRUE
1127,male,group A,associate degree,standard,TRUE,11.5,8,54,47,54,public,TRUE
1128,female,group B,some college,free/reduced,TRUE,11.6,10.4,61,56,58,public,TRUE
1129,female,group C,master degree,free/reduced,FALSE,9.5,5.9,67,77,56,international,TRUE
1130,female,group E,associate degree,standard,FALSE,9.1,7.5,90,73,73,public,TRUE
1131,female,group C,bachelor degree,standard,TRUE,14,7.3,81,96,53,public,TRUE
1132,female,group C,high school,free/reduced,FALSE,5.8,7.9,53,78,67,private,TRUE
1133,female,group C,associate degree,free/reduced,FALSE,4.2,7.6,63,27,76,public,TRUE
1134,male,group D,high school,standard,TRUE,,7.6,24,,,public,TRUE
1135,male,group E,high school,standard,TRUE,15.6,7,69,,73,public,FALSE
1136,female,group B,,free/reduced,FALSE,8,5.1,64,69,63,public,
1137,female,group E,high school,standard,FALSE,8.7,5.1,43,49,75,international,TRUE
1138,female,group E,high school,free/reduced,TRUE,0,5.2,91,70,68,private,TRUE
1139,female,group E,master degree,standard,FALSE,8.1,5.1,67,78,64,public,TRUE
1140,female,group B,some college,standard,TRUE,8.7,7.7,91,76,52,public,TRUE
1141,female,group A,bachelor degree,standard,FALSE,6.7,8.2,67,87,67,public,TRUE
1142,male,group B,some college,standard,TRUE,12.4,6.5,59,58,58,private,TRUE
1143,male,group E,master degree,standard,FALSE,5.8,7,92,86,58,public,TRUE
1144,female,group B,bachelor degree,standard,FALSE,9.2,8.9,43,54,58,private,TRUE
1145,female,group A,high school,standard,TRUE,19.4,6,92,53,90,public,TRUE
1146,female,group B,high school,standard,FALSE,2.3,8,63,77,95,international,TRUE
1147,male,group E,high school,free/reduced,FALSE,5.6,,61,51,77,public,TRUE
1148,female,group C,bachelor degree,standard,FALSE,12.8,7.8,85,74,50,public,FALSE
1149,female,group C,high school,standard,TRUE,9.6,6.2,68,76,71,private,
1150,female,group E,some college,,FALSE,17.2,,90,75,49,public,TRUE
1151,female,group D,master degree,standard,FALSE,10.8,7,94,61,77,international,TRUE
1152,female,group D,high school,standard,FALSE,8.9,7,69,78,71,private,TRUE
1153,female,group A,some college,standard,TRUE,8.3,7.6,80,85,,public,TRUE
1154,female,group B,bachelor degree,standard,TRUE,13.4,8.5,85,85,87,public,TRUE
1155,female,group C,master degree,free/reduced,FALSE,9,5,96,83,44,private,TRUE
1156,female,group D,master degree,standard,TRUE,2.5,4.6,43,66,80,public,TRUE
1157,male,group A,bachelor degree,free/reduced,FALSE,8.3,6.7,67,,14,public,TRUE
1158,male,group C,associate degree,free/reduced,TRUE,8.1,6.2,47,,62,public,TRUE
1159,female,group D,associate degree,standard,FALSE,,7,62,,53,public,TRUE
1160,female,group C,master degree,free/reduced,TRUE,14,6.5,45,84,68,public,TRUE
1161,male,group D,bachelor degree,free/reduced,TRUE,1.3,8.2,61,79,79,public,TRUE
1162,male,group A,master degree,free/reduced,FALSE,1,,65,56,66,private,TRUE
1163,female,group D,high school,free/reduced,FALSE,15.5,5.2,86,99,80,private,TRUE
1164,male,group D,some college,standard,FALSE,2.5,6.3,89,73,62,private,TRUE
1165,male,group E,some college,free/reduced,FALSE,5.4,7.5,91,47,60,public,TRUE
1166,female,group B,some college,free/reduced,FALSE,16.2,8.7,100,79,61,public,TRUE
1167,male,group B,associate degree,standard,FALSE,8.6,6.8,97,64,68,international,TRUE
1168,male,group D,some college,standard,TRUE,10.9,,72,55,70,international,TRUE
1169,male,group D,high school,standard,FALSE,4.9,5.5,80,72,54,public,TRUE
1170,male,group A,some college,free/reduced,FALSE,,,49,83,59,public,TRUE
1171,male,group D,associate degree,standard,FALSE,13.4,8.8,61,79,55,international,TRUE
1172,female,group C,high school,standard,TRUE,7.2,,75,85,70,public,FALSE
1173,female,group B,master degree,,FALSE,8.2,7.7,66,69,100,private,TRUE
1174,female,group A,some college,standard,TRUE,6.6,6.4,54,80,69,public,TRUE
1175,male,group E,high school,free/reduced,FALSE,11.9,8,58,88,61,international,TRUE
1176,male,group C,some college,free/reduced,FALSE,9.7,7.1,79,56,88,public,TRUE
1177,female,group D,,standard,FALSE,10.6,9.6,78,55,83,public,TRUE
1178,female,group B,some college,standard,TRUE,9.4,7.1,80,70,66,private,TRUE
1179,female,group B,,free/reduced,TRUE,9.1,4.6,50,60,61,international,TRUE
1180,female,group C,some college,free/reduced,TRUE,0.4,6.3,73,,71,public,
1181,female,group E,high school,standard,TRUE,4.8,5.7,88,100,50,international,FALSE
1182,male,group B,master degree,free/reduced,FALSE,6.7,9.5,77,51,79,public,TRUE
1183,female,group E,some college,standard,FALSE,,6.1,77,58,63,public,TRUE
1184,female,group C,master degree,free/reduced,FALSE,4.2,7.4,51,64,41,public,TRUE
1185,female,group C,some college,,TRUE,11.3,8.7,78,86,82,public,TRUE
1186,male,group B,high school,free/reduced,FALSE,6.9,6.9,70,62,67,public,TRUE
1187,male,group E,high school,standard,FALSE,11.6,6.3,68,66,68,private,TRUE
1188,female,group E,high school,free/reduced,FALSE,,7.7,71,84,72,public,TRUE
1189,female,group C,high school,standard,TRUE,18.6,8.8,51,51,69,private,TRUE
1190,female,group B,high school,standard,TRUE,6.9,5.8,70,66,84,private,TRUE
1191,female,group E,some college,free/reduced,TRUE,14.9,7.9,73,69,69,private,TRUE
1192,female,group B,bachelor degree,standard,FALSE,,9.4,51,83,77,public,TRUE
1193,female,group B,high school,standard,TRUE,,7.6,75,40,84,private,FALSE
1194,male,group A,some college,standard,TRUE,14.6,,77,62,76,public,TRUE
1195,female,group A,master degree,standard,FALSE,13.7,7.6,70,69,73,international,TRUE
1196,male,group B,some college,free/reduced,FALSE,2.4,9.5,61,47,44,public,TRUE
1197,male,group D,some college,free/reduced,TRUE,11.2,6,100,,65,international,FALSE
1198,female,group C,associate degree,standard,TRUE,8.4,8.1,82,73,64,public,TRUE
1199,female,group C,,standard,FALSE,2.8,7.8,55,80,45,public,
1200,female,group B,bachelor degree,free/reduced,TRUE,7.8,8,52,73,88,public,TRUE
1201,male,group E,high school,standard,FALSE,6.6,4.8,81,80,62,private,TRUE
1202,female,group C,high school,standard,FALSE,7.5,5.2,46,82,93,public,TRUE
1203,male,group D,high school,standard,FALSE,13.5,8,81,66,66,public,TRUE
1204,male,group D,high school,standard,FALSE,,8.7,83,70,65,public,TRUE
1205,female,group C,high school,standard,FALSE,8.1,7.8,74,65,81,public,TRUE
1206,male,group D,master degree,standard,FALSE,11.1,6.7,78,74,48,public,TRUE
1207,female,group C,some college,standard,TRUE,7.3,6.5,67,62,64,public,FALSE
1208,male,group C,bachelor degree,standard,TRUE,9.4,8.9,79,62,73,public,TRUE
1209,male,group C,bachelor degree,free/reduced,TRUE,7.9,5.7,48,68,71,public,TRUE
1210,male,group E,bachelor degree,standard,TRUE,4.7,7.2,86,,63,public,FALSE
1211,male,group D,associate degree,free/reduced,FALSE,11.3,7.3,69,74,85,public,TRUE
1212,male,group A,some college,standard,FALSE,13.3,7.1,84,,58,private,FALSE
1213,female,group E,high school,free/reduced,FALSE,19.2,6.3,66,66,85,public,
1214,female,group C,bachelor degree,free/reduced,TRUE,12,5.9,72,84,76,public,TRUE
1215,male,group C,,standard,FALSE,8.2,3,58,51,67,public,FALSE
1216,male,group E,bachelor degree,standard,TRUE,7.6,7.7,51,100,60,public,FALSE
1217,female,group B,high school,free/reduced,FALSE,4.7,8.2,85,60,79,public,TRUE
1218,female,group D,high school,free/reduced,FALSE,14.3,9.1,94,62,81,public,TRUE
1219,female,group C,associate degree,free/reduced,FALSE,12.7,7.2,68,54,81,private,TRUE
1220,male,group C,high school,standard,FALSE,,7.8,73,59,63,international,FALSE
1221,male,group C,bachelor degree,free/reduced,TRUE,,,55,78,83,international,TRUE
1222,male,group C,high school,standard,TRUE,13.9,5.7,30,83,65,public,TRUE
1223,female,group A,some college,standard,TRUE,,7.4,78,81,66,public,TRUE
1224,female,group D,bachelor degree,free/reduced,FALSE,8.5,4.3,74,66,,public,TRUE
1225,female,group B,,standard,TRUE,7.7,6.4,63,58,73,international,TRUE
1226,male,group E,,standard,FALSE,3.7,7.6,70,62,,public,TRUE
1227,male,group E,high school,standard,FALSE,15.7,7,63,58,49,public,TRUE
1228,male,group E,some college,standard,FALSE,15.2,,44,55,72,public,TRUE
1229,male,group C,bachelor degree,standard,TRUE,18,7.7,53,79,66,public,TRUE
1230,male,group A,high school,,FALSE,13.2,6.7,68,59,52,public,FALSE
1231,male,group E,some college,free/reduced,FALSE,11.4,7.5,66,76,64,public,TRUE
1232,male,group B,master degree,standard,FALSE,11.9,5.8,47,70,82,public,FALSE
1233,female,group C,master degree,standard,FALSE,,,47,80,92,public,TRUE
1234,female,group D,,standard,FALSE,16.7,7.1,96,81,72,public,
1235,male,group C,associate degree,standard,FALSE,12.4,8.3,79,66,60,public,TRUE
1236,male,group D,high school,standard,TRUE,12.4,9.3,79,63,80,private,TRUE
1237,female,group A,high school,standard,FALSE,6.5,9.4,81,86,75,public,TRUE
1238,female,group B,some college,free/reduced,TRUE,9.4,7.7,74,45,83,public,TRUE
1239,male,group A,associate degree,standard,FALSE,15.5,7.1,66,83,77,public,TRUE
1240,male,group E,high school,standard,FALSE,10.9,7.7,65,84,,public,TRUE
1241,female,group A,high school,,FALSE,10.1,9.2,55,62,66,public,TRUE
1242,male,group C,,free/reduced,FALSE,11.1,7.8,63,56,49,public,FALSE
1243,male,group B,some college,standard,FALSE,9.7,7.3,59,72,83,public,TRUE
1244,male,group C,associate degree,standard,FALSE,8.8,7.4,88,79,86,private,TRUE
1245,female,group D,high school,free/reduced,TRUE,11.1,7.1,58,50,50,public,TRUE
1246,male,group D,high school,standard,TRUE,5.2,7.4,100,84,60,private,TRUE
1247,female,group E,some college,standard,TRUE,11.8,6.6,57,53,73,private,TRUE
1248,female,group A,associate degree,standard,TRUE,12.8,10.1,81,100,54,public,TRUE
1249,female,group B,associate degree,free/reduced,FALSE,16.4,8,67,71,80,public,TRUE
1250,male,group C,some college,standard,TRUE,8,5.8,100,59,73,public,TRUE
1251,female,group E,high school,standard,FALSE,3.9,,64,86,71,private,TRUE
1252,male,group B,high school,free/reduced,FALSE,3.9,5.5,47,78,,international,TRUE
1253,female,group E,bachelor degree,standard,FALSE,16.6,7.1,92,69,80,private,TRUE
1254,female,group C,associate degree,standard,FALSE,,7.1,46,,,private,TRUE
1255,male,group D,,standard,TRUE,9.9,5.9,100,,38,public,FALSE
1256,female,group E,associate degree,standard,FALSE,11.3,,85,77,51,international,TRUE
1257,female,group B,high school,standard,FALSE,17.7,,86,64,68,public,TRUE
1258,male,group C,some college,standard,FALSE,13.9,6.6,57,73,,public,TRUE
1259,male,group C,associate degree,standard,FALSE,2.1,6.8,100,50,59,public,FALSE
1260,male,group A,high school,standard,FALSE,13.1,,73,77,54,private,TRUE
1261,male,group A,,standard,FALSE,12.6,6.8,62,68,100,public,TRUE
1262,female,group B,high school,standard,TRUE,6,7,61,,69,public,FALSE
1263,female,group B,bachelor degree,standard,TRUE,17.2,8.8,94,77,78,public,FALSE
1264,female,group C,bachelor degree,standard,TRUE,9.4,8.5,66,79,50,public,TRUE
1265,male,group E,high school,standard,TRUE,12.5,5.7,86,81,89,public,TRUE
1266,female,group C,bachelor degree,standard,FALSE,12.9,6.1,59,69,57,public,TRUE
1267,male,group C,some college,standard,FALSE,8.6,8.3,74,70,90,private,TRUE
1268,male,group C,high school,standard,FALSE,11.7,8.4,41,44,62,private,TRUE
1269,female,group C,bachelor degree,free/reduced,TRUE,17.1,6.5,52,70,63,private,FALSE
1270,male,group E,some college,standard,FALSE,10.6,11,63,84,54,private,TRUE
1271,male,group B,associate degree,standard,FALSE,10.3,6.5,66,69,76,public,FALSE
1272,male,group E,bachelor degree,free/reduced,TRUE,21.9,7.8,69,36,77,public,TRUE
1273,female,group B,some college,free/reduced,TRUE,3.8,,63,80,80,public,TRUE
1274,female,group C,associate degree,standard,TRUE,,5.9,64,81,89,private,TRUE
1275,female,group E,associate degree,standard,FALSE,13.4,7.3,74,66,67,private,FALSE
1276,male,group A,bachelor degree,standard,TRUE,12.4,7.8,71,80,79,private,TRUE
1277,female,group D,some college,standard,TRUE,2.6,7.5,70,76,98,private,TRUE
1278,female,group D,high school,standard,TRUE,6.6,6.5,85,87,45,public,TRUE
1279,male,group B,high school,standard,TRUE,9.5,7,62,44,61,public,TRUE
1280,male,group C,high school,standard,TRUE,7.6,4.6,52,67,72,international,TRUE
1281,male,group C,bachelor degree,free/reduced,FALSE,6.7,5,74,85,87,public,TRUE
1282,female,group D,associate degree,free/reduced,FALSE,15.2,6.2,53,54,55,public,TRUE
1283,female,group D,high school,free/reduced,TRUE,9.3,9.2,64,44,83,public,TRUE
1284,female,group C,high school,free/reduced,TRUE,9.1,7.1,72,72,66,private,TRUE
1285,male,group C,some college,standard,TRUE,8.6,7.3,60,79,77,private,TRUE
1286,male,group D,high school,standard,FALSE,4.9,7.3,82,85,65,public,TRUE
1287,female,group A,associate degree,standard,FALSE,6.5,6.4,49,44,52,public,TRUE
1288,male,group B,bachelor degree,standard,FALSE,11.9,7.4,69,48,75,private,
1289,male,group A,,free/reduced,FALSE,9.9,9,79,61,71,public,TRUE
1290,male,group A,high school,free/reduced,FALSE,3.9,6.1,63,72,72,public,TRUE
1291,female,group C,bachelor degree,,FALSE,21,5.6,62,76,62,international,TRUE
